Date,AAPL,AMZN,GOOG,MSFT,TSLA
2020-01-03,-0.009769283182117188,-0.012213314472679244,-0.004919472861053837,-0.012529919285454957,0.02920267893223429
2020-01-06,0.007936457484037547,0.014775871094842,0.024358314141820523,0.0025813333419915326,0.019071612174755247
2020-01-07,-0.00471428047707423,0.0020894360230744357,-0.0006242920211594837,-0.009159589256684747,0.03806670586808656
2020-01-08,0.01595853044583411,-0.007839287338238509,0.007849505394909853,0.01580283069830492,0.048032568493066904
2020-01-09,0.02101811370180577,0.0047876954600311996,0.010984095518837172,0.012415578831972144,-0.022189385476863444
2020-01-10,0.0022582333050031205,-0.009455156242405591,0.0069483268816950446,-0.004637634559759078,-0.006649355680979514
2020-01-13,0.021139382027105774,0.004313262739376531,0.006622609653651117,0.011952577476407836,0.09320702322102203
2020-01-14,-0.01359514403900502,-0.01162552704635962,-0.005818614177896614,-0.007068230669065647,0.024578286172624794
2020-01-15,-0.004294857624342618,-0.003977024437111436,0.0057976633367997285,0.006455534135435214,-0.03676981311758122
2020-01-16,0.012448983332809043,0.008513567549042408,0.008648207328928851,0.01815740764118441,-0.00970946227670784
2020-01-17,0.01100979776913929,-0.007064556764163625,0.01957020627427865,0.005581204103064075,-0.005839913304383257
2020-01-21,-0.0067998554005631005,0.014523546068980422,0.0027049862151665724,-0.0035974059822510033,0.06942373110021945
2020-01-22,0.0035630740659151655,-0.0024024329949914906,0.0010436106370804038,-0.004816210364168042,0.04004983514491321
2020-01-23,0.004804010022237944,-0.0015270766138824048,0.0004709512691822542,0.006136913696905206,0.004624413044606698
2020-01-24,-0.0028860192165016513,-0.012247117354348039,-0.013503400645655975,-0.010128153415783445,-0.012981499419033645
2020-01-27,-0.02984609935728734,-0.018049378179086927,-0.022623934924102498,-0.016864189135278138,-0.01211233185789717
2020-01-28,0.027896328367608875,0.013532388730052893,0.012929475544068684,0.019405884876843613,0.01578809278786119
